"product.productId","product.title","product.price","review.userId","review.profileName","review.score","review.summary","review.text","word_scores","compound","pos","neu","neg","but_count","Num_Exclamations","Num_Characters","Num_Words"
"B0001VVGLU","Vitex Chaste Berry Extract 225 mg By Solaray - 60 Capsules","10.19","A3TUZJKZGFLHFK","NotAReviewer",5,"Worked like a CHARM!","I do not write reviews typically but this product changed my life! My periods have always been irregular, however I still did not expect them to just stop when I was 25.. I suffered the mental agony of never getting periods unless I took Provera when I decided enough was enough. The wise Internet came to my rescue and convinced me that Vitex could be the solution. I started taking this product once a day (first thing in the morning) for 120 days (2 boxes) with a gap of 2 days when I forgot to pack it on a business trip. During those 120 days, I got 5 periods (spotting, very light to light flow). Then I decided to give myself a week's break... and got my full fledged period. So, so thankful! If your doctor says everything's okay with you (yeah, right) BUT you just need Provera to get your period and fertility treatments to have children, I HIGHLY recommend you try this product. Just give it time to work. Good luck!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, -3.3, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15, 0, 0, 0, 0, 3.45, 0, 2.55, 0, 0, 0, 0, 0, 0, 1.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.907025, 0, 0, 0, 0, 0, 1.35, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85, 3}",0.985,0.188,0.76,0.051,2,3,927,173
"B000N8X006","California Exotics Waterproof Delights Blue Ballsy","19.94","A1GBR0JY5F8H30","Dumitru V. Moisi ""gefoo77""",5,"California Exotics Waterproof Delights Blue Ballsy","The California Exotics Waterproof Delights Blue Ballsy,is to spice up the relationship and it worked since the beginning,my other half likes it.","{0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0}",0.7,0.225,0.775,0,0,0,144,24
"B00023DDTU","Jobst Ultrasheer 15-20 mmHg Pantyhose","58.43","A2089H8OF82RH4","Faith",5,"Compression Pantyhose","My dermatologist tried to sell me these exact pantyhose for a cosmetic procedure I had done. I had some spider veins removed and was told to wear these compression hose after. They wanted to charge me $40 more than Amazon. So I bought mine here and they did exactly what I needed them to. I wore them 48 hours straight.. then daily for seven additional days. I actually found I liked having them on b/c they kept me super warm. Definitely wouldn't want to wear these suing the summer! I never got a snag or run in my hose and I wasn't gentle on them. I have small children and am constantly on the ground playing with them. I washed them in my sink with a little soap and hung them to dry. I'm sure you could wash them in the washing machine on a low cycle but it only took me two mins to wash them by hand in the sink. So no complaints here... good buy!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.489175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 1.45, 0.45, 0.85, 0, -0.111, 0, 0, 0, -0.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 0, 0, 0, 0, 0.4395, 2.304525, 0, 2.85, 0}",0.96,0.147,0.821,0.032,1,2,854,169
"B00023DDTU","Jobst Ultrasheer 15-20 mmHg Pantyhose","58.43","A35IUG9J5BZCA1","agustin iglesia",4,"Good","muy buen producto. rapido facil y a tiempo la entrega. sin contratiempos en todo el proceso. lo recomiendo a a","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.557,0,0.841,0.159,0,0,110,20
"B00023DDTA","Jobst Ultrasheer 15-20 mmHg Pantyhose","57.26","A3L950KFY8I6HR","cb",1,"ran the first time I wore them","I have worn Jobst compression hose for a few years now. I havenever had a problem. I was thrilled when I had the option fora sheer pair....great for summer. The third time I wore one pair,I got a hole in them. I am not even sure how that happened. I figuredI must have done something. I put on my backup pair and the first timeI wore them I developed a hole in them...the same leg (right one). Nowthat I see these posts I know I will never purchase them again.","{0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.452,0.03,0.898,0.072,0,0,460,93
"B00023DDTA","Jobst Ultrasheer 15-20 mmHg Pantyhose","57.26","A35IUG9J5BZCA1","agustin iglesia",4,"Good","muy buen producto. rapido facil y a tiempo la entrega. sin contratiempos en todo el proceso. lo recomiendo a a","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.557,0,0.841,0.159,0,0,110,20
"B00023DDTA","Jobst Ultrasheer 15-20 mmHg Pantyhose","57.26","ALDYXETXBHXIH","Britta ""Britta""",1,"Bad run the FIRST time I wore them!","Having read the previous reviewers' reports warning about how easily this product could develop runs, I was super careful and tried very much to make my expensive pair last. The first time I had this pantyhose on, I got a bad run that ruined this very expensive pair of hosiery! Unbelievable!","{0, 0, 0, 0, 0, 0, -1.4, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 2.9, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0.8}",-0.223,0.163,0.695,0.142,0,2,292,51
"B0006O0GUY","Pine Cough Syrup 6.80 Ounces","unknown","ACP3E78HWDKGI","picky cat",5,"very good, effective, tasty!","The syrup relieved my bronchi during the awful allergy season this year. It is very thick, sap-like, very tasty. Love it!","{0, 0, 1.6, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47835, 0}",0.656,0.26,0.634,0.106,0,1,121,22
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A36U6KS5GEZCIH","C. Kelly",1,"ridiculous","I find it hard to believe there are women really using this product ........turns out it's about the same diameter as the cardboard tube inside paper-towels. Seriously ???~~~","{0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, 0}",-0.39,0,0.877,0.123,0,0,174,28
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A2BKDIK5CUQ9EO","rizzla",5,"omg!","this was my first time getting and using one and im so glad i did! lol this thing is a champ! :)","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.293, 0, 0, 2.35, 0, 0, 0, 0, 2.1, 2}",0.924,0.425,0.575,0,0,2,96,21
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A1JVMEEY17INDR","Dee an Angel",3,"Great buy for the money","This is a good toy. It has powerful vibrations and the speed and intensity of the rotating beads are equally as strong. This vibe is made of a kind of hard rubber (not so hard that it would hurt you). I was hoping it was jelly instead but it's still worth the money. Other than that my only complaint is that I wish it had the pulsating feature, but I can't really complain because for the amount of money you spend on this toy you will def be satisfied.","{0, 0, 0, 0.95, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15, 0, 0, 0, 0, 0, 0, 0, 0, -0.0535, 0, 0, 0, 0.25641, 0, 0, 0, -1.2, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 1.35, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7}",0.929,0.208,0.735,0.058,2,0,454,89
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A9MTKWE99IOBO","Stephanie Daniels",4,"My First!","This was my first vibrator/rotating head and my my my what a way to start out! It was actually a gift from my husband!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0}",0.54,0.132,0.868,0,0,2,118,25
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A8IJUERRQ0CIY","A. Bass ""Ashers McSmashers""",1,"Yuck","This thing smells SO gross, like harsh, toxic chemicals, that I can't even use it! I've washed it in HOT, super soapy water, cleaned it with alcohol, and even let it ""air out,"" all to no avail. I tried using it and the smell was seriously distracting. I took it out of my drawer, after all the washing, to show it to my boyfriend and while i was still a good four feet away he said, ""Ewww, what's that smell."" I found it to be WAY too large, too, and I've had kids. Sadly, this will be going in the garbage.","{0, 0, 0, 0, -3.126, 2.4747, -2.8234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0}",-0.707,0.086,0.77,0.144,0,1,507,101
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A3TBTRERKJC77V","BriBri",4,"Part of my top 5","I like to try new things and this big (i mean BIG)guy came along he is for sure on my top 5 favorite list. Not #1 because it is a little big and i have to use lots of lube even when i am very wet","{0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0.8, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.822,0.186,0.814,0,0,0,195,47
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","AV0PRM1QIYS0V","Ginamarie Temoshawsky ""I remember having a ba...",2,"Not the best bunny of the bunch","I've had a few rabbit-type toys over the years and really love them overall. Thank goodness this was not the first one I ever got or I might not have tried again.What attracted me was that it is waterproof which has been an occasional lifesaver for shower time. I would normally not want the controls on the base though so I really don't want to even look at this option if I'm anywhere dry. I find it awkward to have to reach like that when adjustment is needed on intensity/speed. I also notice that the weight of the batteries at the base of the device requires more attention from me to keep the fun where it needs to be. In my other rabbits, having the control and battery pack as a separated portion allows me to easily and naturally deal with any sudden need to change the action in a comfortable position. It also makes the business end easier to handle, prop,maneuver, etc since it doesn't have all the extra baggage and weight at the base.The girth is a bit gluttonous for my tastes but it's not unmanageable. The beads inside look and sound a bit too scary and have not actually felt worthwhile to me. The ability to change direction has no appeal for me either but perhaps if someone is using the tip of the shaft for some foreplay this could be useful. I don't find it to be soft enough or set for a proper path to make that interesting with this device though. Other rabbits of more modest size have definitely delivered larger return though.The ears are too stiff and sometimes can hurt if not careful. ...and really, how careful can you remain when you are trying to let go and ""enjoy?"" For me, perhaps it's a YMMV thing, the ears also don't naturally land where they should when the other business aspect is where it needs to be. This requires some odd posturing and holding but it can be done to the desired end result. I have to emphasize that even when that result is achieved, my other rabbits give a higher quality reward and often in less time unless I purposely played it to last longer.Out of the package, the smell was really strong and surprised me since I had never noticed this in others I've gotten. It did not fade quickly in spite of repeated washing and even now it still smells ""industrial.""I would not buy this model again so hopefully I'll find a better waterproof rabbit option next time.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7465, 0, 0, 0.75, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, -0.111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.2139895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0.05, 0.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15, 0, 0, 0, 0, 0, 0, 0, 0.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.3, 0, 0, 0, 0, 0, -1.554, 0, 0, 0, 1.95, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0, 0, -0.666, 0, 0, 0, 1.317525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8895, 0, 1.74555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9895, 0, 0, 0, 2.85, 0, 0, 0, 0, 0}",0.99,0.14,0.805,0.055,3,0,2325,431
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","ARHLCDBKJY54V","Dr. O",5,"Love them rascally rabbits","The Jack Rabbit really works, and works pretty damn fast at that. It is bit on the large side for some, but with a little lube and some gentle play, once those little ears reach the right spot hang-on thing happen quickly. It is the new best friend","{0, 0, 0, 0, 0, 0, 0, 1.1, -0.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85, 2.1, 0, 0, 0, 0, -0.267525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 3.3}",0.959,0.303,0.648,0.049,1,0,248,49
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A2VNTDGUDNTMSK","Midday Abcsoapfan ""Midday""",5,"Energizer Jack Rabbit...","...keeps going and going and going. I got this jack rabbit as a replacement for my last one, an original jack rabbit, in which the cord became faulty. I was looking for an upgrade to an already proven product. The plastic odor goes away after washing, so no issue there. I've already had it for about 2 weeks, and it's worked every time. No complaints here. So far, so good. I liked the jack rabbit before, and I still love it even more. It's definitely a keeper. The jack rabbit is my second favorite. I only say second favorite, because my hubby is my all time fav. This toy keeps up with my high drive. If I could give more than 5 stars I would.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.258, 0, 0, 0, 0, 2.4567, 0, 2.0637, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 1.97835, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.971,0.188,0.779,0.033,0,0,648,125
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A25LCV3MAMERMP","cutie234",4,"Great toy.","pleasure within 2mins flat. Bottom line it's a great toy it's just way to big for me.","{2.7, 0, 0, 0, 0, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0}",0.832,0.342,0.658,0,0,0,85,17
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A2NB71LY8A1XGP","Iris Enneking",3,"A good buy","It was a bit big for me so I have to use a lubricant but it feels nice and does the job!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0}",0.611,0.16,0.84,0,1,1,88,22
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","AYQOL62EWJBS4","josieponiegirl",5,"Excellent","First rabbit and it works amazingly. It does things that I never expected it to do. I would definitely by another one if something ever happened to this one.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.402,0.088,0.912,0,0,0,157,29
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A3OH8F0Q8YZNX1","mslady1625",5,"its amazing!!!!!!","i got mines in just awhile ago and i used it for the first time and it made me really happy twice back to back my hubby will love to see me use this lol","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.993, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 2.35}",0.911,0.265,0.735,0,0,0,152,35
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","ADIBTJ5UW89OW","dreambby",5,"BREATH TAKING!!!","My boyfriend bought this for me for Christmas, i have to say at first (without using it) i was a little disappointed with the rotation i thought it would be stronger after using it though i thought this thing was absolutely amazing. my boyfriend seems to be a little jealous off it but i guess you'll have that lol. Ive used it in the shower now twice and i have had no problems at all. like other people have stated it does have a new rubber smell to it but its very faint to begin with and will fade off you really cant smell it unless its right up by your face. as far as width though... wet or lubricated Ive had a hard time getting it in. there's been times where i just gave up and didn't even bother because it hurt but once its in its actually very pleasurable. deff. not a toy for people who are inexperienced that's for sure. all in all great product and especially for the price I'm very pleased. : )!!! ill probably buy more here very soon lol","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9035, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5465, 0, 0, 0, 0, 0, 0, 0, -0.8535, 0, 0, 0, 0, 0, 0, 0, 0, 3.525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.887, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.554, 0, 0, -3.6, 0, 0, 0, 0, 0, 0, 0, 4.0395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95, 0, 0, 0, 4.65, 0, 0, 0, 0, 0, 0, 0, 0, 3.2895, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 3.942525}",0.984,0.184,0.756,0.061,3,3,955,184
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A3O14YE2PEIVRP","dare2bme",5,"More than what I expected","Where do I start? The three modes of speed for the two functions are a wonderful option. I've went from low to high (staying in the high zone very briefly) and was exceptionally satisfied. This is my first rabbit (but not my first vibrator by far) and had heard so much about them over the years, found this one for around $25.00. I like the girth size and length of the rotating part, the vibrating part works rather well for me. It's going on a couple of weeks, so I can vouch for that amount of time at least for durability. I love that it's waterproof, relatively quiet and easy to clean. The material it's covered with works with my sensitive skin. I think it's a great investment, buck for buck!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35, 0, 0, 0, 0, -0.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8, 0, 0, 0, 0, 0, 0, 2.85, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65, 0, 0, 0, 0}",0.983,0.192,0.797,0.01,1,1,701,131
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A3EIV5T2ZBOR5W","Guil B",5,"Great toy","I bought this toy for my girlfriend, cause she has never used a sex toy, at first she wasn't very impressed, and actually didn't liked it. But giving it a second and third chance, she loves it now, she loves the vibration and she's looking now for the next sex toy!","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.88541, 0, 0, 0, -0.666, 0, 0, 2.1, 0, 0, 0, 0, 0, 1.5, 0, 4.05, 0, 0, 0, 4.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.938,0.248,0.697,0.055,1,1,265,51
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A25S485MUNDUKV","Moekosowl27",3,"Worked well at first, but...","I ordered this product in June 2010, and was at first very pleased with it. However, about a month or a little more ago (Late September to early October 2010), the ""pleasure pearls"" stopped working. The vibration was still good, but it just wasn't the same without the rotating action. I expected this product to last longer than it did. Additionally, it did not handle natural ""clenching"" well, at such times the ""pearls"" would slow dramatically or even stop. Sometimes, when the batteries were low, it would also spontaneously turn itself off mid-use due to clenching. Also, I ordered the purple version, but received the clear version. Product was very wide and uncomfortable at first, I strongly suggest lube and going very slowly the first few times. Would I buy again? Probably not.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35, 0, -0.45, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.665, 0, 1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, -1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, -2.79555, 0, 0, 0, 1.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.187,0.1,0.811,0.089,2,0,788,134
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","ACPCDPURM94RB","kevin",1,"DISAPOINTED","I BOUGHT THIS ITEM AS A GIFT. I PUT BATTERIES IN IT AND IT WORKED FOR THREE MINS AND QUIT. I HAVE NOT BEEN ABLE TO GET IT TO WORK AGAIN AND ACCORDING TO AMAZON POLICY I CAN'T RETURN IT! DON'T WASTE YOUR MONEY!","{0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7, 0, 0, 0, 0, 0, 0, 1.332, 0, 0}",0.759,0.155,0.845,0,0,2,209,44
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A161GNFSK9EJYC","Jsyl",3,"Was great while it lasted","I absolutely loved this toy at first. It was really amazing. About three months of use, the rotating beads stopped working. The batteries were fully charged and everything, but nothing. It still vibrates and everything and still does the job, but I just wish it lasted longer.","{0, 0, 1.5965, 0, 0, 0, 0, 0, 0, 0, 1.5465, 0, 0, 0, 0, 0, 0, 0, 0, -0.45, 0, 0, 0, 0, 0, -0.5465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55, 0, 0, 0}",0.772,0.162,0.782,0.056,2,0,276,47
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A1X9QZZ2IT3IL6","Mrs. W",5,"Great Product","This is my first vibrator and I love it! Please keep in mind, its for women who can handle a lot...not for the petite or very tight ladies. It never disappoints me...talk about the big ""O""!","{0, 0, 0, 0, 0, 0, 0, 3.2, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.184, 0, 0, 0, 0, 0}",0.851,0.219,0.781,0,0,2,189,38
"B000N8X038","California Exotics Waterproof Jack Rabbit with Floating Beads","27.66","A2GKQXSEJV7UBH","Nerd Alert ""The Gray Ghost""",4,"Great but a little big","Great, but a little large so it takes some getting used to. I would recommend this product.PS, this is my girlfriends review lol","{1.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 3.525}",0.884,0.34,0.66,0,1,0,128,23
